# Title: January 2020 - December 2024 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 126 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NE-099,Kearney County,Nebraska,115,-6.78,37,121.78
NE-101,Keith County,Nebraska,77.17,-14.77,6,91.94
NE-103,Keya Paha County,Nebraska,109.82,1.7,62,108.12
NE-105,Kimball County,Nebraska,71.95,-10.99,7,82.94
NE-107,Knox County,Nebraska,112.37,-10.72,21,123.09
NE-109,Lancaster County,Nebraska,131.01,-14.6,21,145.61
NE-111,Lincoln County,Nebraska,93.78,-9.14,17,102.92
NE-113,Logan County,Nebraska,104.63,-1.7,53,106.33
NE-115,Loup County,Nebraska,104.57,-8,27,112.57
NE-117,McPherson County,Nebraska,94.77,-4.35,36,99.12
NE-119,Madison County,Nebraska,118.16,-13.39,15,131.55
NE-121,Merrick County,Nebraska,121.62,-7.11,32,128.73
NE-123,Morrill County,Nebraska,72.62,-8.59,11,81.21
NE-125,Nance County,Nebraska,121.75,-7.09,32,128.84
NE-127,Nemaha County,Nebraska,140.3,-26.08,5,166.38
NE-129,Nuckolls County,Nebraska,117.83,-15.02,15,132.85
NE-131,Otoe County,Nebraska,140.52,-15.12,19,155.64
NE-133,Pawnee County,Nebraska,139.85,-21.09,11,160.94
NE-135,Perkins County,Nebraska,75.38,-18.3,1,93.68
NE-137,Phelps County,Nebraska,108.45,-7,33,115.45
NE-139,Pierce County,Nebraska,116.81,-13.43,16,130.24
NE-141,Platte County,Nebraska,119.35,-13.17,16,132.52
NE-143,Polk County,Nebraska,129.63,-5.15,40,134.78
NE-145,Red Willow County,Nebraska,90.6,-11.97,16,102.57
NE-147,Richardson County,Nebraska,145.64,-23.48,10,169.12
NE-149,Rock County,Nebraska,109.39,-4.2,39,113.59
NE-151,Saline County,Nebraska,125,-17.88,11,142.88
NE-153,Sarpy County,Nebraska,132.44,-16.15,16,148.59
NE-155,Saunders County,Nebraska,131.36,-14.52,19,145.88
NE-157,Scotts Bluff County,Nebraska,60.98,-15.98,1,76.96
NE-159,Seward County,Nebraska,124,-18.53,10,142.53
NE-161,Sheridan County,Nebraska,82.1,-7.69,24,89.79
NE-163,Sherman County,Nebraska,112.79,-5.73,32,118.52
NE-165,Sioux County,Nebraska,67.59,-14.13,2,81.72
NE-167,Stanton County,Nebraska,116.72,-18.06,12,134.78
NE-169,Thayer County,Nebraska,121.01,-16.77,15,137.78
NE-171,Thomas County,Nebraska,119.18,13.54,110,105.64
NE-173,Thurston County,Nebraska,120,-16.85,12,136.85
NE-175,Valley County,Nebraska,110.13,-6.88,28,117.01
NE-177,Washington County,Nebraska,134.22,-11.58,19,145.8
NE-179,Wayne County,Nebraska,119.82,-12.93,19,132.75
NE-181,Webster County,Nebraska,120.11,-7.14,29,127.25
NE-183,Wheeler County,Nebraska,114.89,-3.07,40,117.96
NE-185,York County,Nebraska,122.96,-14.71,20,137.67
NV-001,Churchill County,Nevada,30.71,-2.42,48,33.13
NV-003,Clark County,Nevada,27.03,-10.34,4,37.37
NV-005,Douglas County,Nevada,78.72,-1.09,67,79.81
NV-007,Elko County,Nevada,65.2,-5.02,29,70.22
NV-009,Esmeralda County,Nevada,23.81,-2.86,32,26.67
NV-011,Eureka County,Nevada,51.11,-5.46,32,56.57
NV-013,Humboldt County,Nevada,56.02,-0.94,69,56.96
NV-015,Lander County,Nevada,50.9,-0.44,63,51.34
NV-017,Lincoln County,Nevada,45.43,-6.9,19,52.33
NV-019,Lyon County,Nevada,40.79,-0.31,69,41.1
NV-021,Mineral County,Nevada,33.35,0.67,78,32.68
NV-023,Nye County,Nevada,32.79,-8.4,10,41.19
NV-027,Pershing County,Nevada,40.96,-1.86,50,42.82
NV-029,Storey County,Nevada,52.38,-9.77,22,62.15
NV-031,Washoe County,Nevada,56.22,-5.93,38,62.15
NV-033,White Pine County,Nevada,57.89,-6.33,25,64.22
NV-510,Carson City,Nevada,63.38,-12.17,18,75.55
NH-001,Belknap County,New Hampshire,236.22,25.29,107,210.93
NH-003,Carroll County,New Hampshire,258.91,25.57,109,233.34
NH-005,Cheshire County,New Hampshire,235.08,23.09,105,211.99
NH-007,Coos County,New Hampshire,236.23,17.31,101,218.92
NH-009,Grafton County,New Hampshire,227.67,9.57,82,218.1
NH-011,Hillsborough County,New Hampshire,238.29,21.55,108,216.74
NH-013,Merrimack County,New Hampshire,227.58,17.36,99,210.22
NH-015,Rockingham County,New Hampshire,237.26,25.91,112,211.35
NH-017,Strafford County,New Hampshire,243.56,23.55,113,220.01
NH-019,Sullivan County,New Hampshire,224.04,17.81,100,206.23
NJ-001,Atlantic County,New Jersey,227.71,8.92,82,218.79
NJ-003,Bergen County,New Jersey,249.39,16.65,98,232.74
NJ-005,Burlington County,New Jersey,230.38,9.49,89,220.89
NJ-007,Camden County,New Jersey,227.77,8.82,81,218.95
NJ-009,Cape May County,New Jersey,221.79,7.86,76,213.93
NJ-011,Cumberland County,New Jersey,215.03,0.93,55,214.1
NJ-013,Essex County,New Jersey,252.51,15.03,98,237.48
NJ-015,Gloucester County,New Jersey,223.03,5.37,73,217.66
NJ-017,Hudson County,New Jersey,249.07,22.43,110,226.64
NJ-019,Hunterdon County,New Jersey,245.8,15.6,86,230.2
NJ-021,Mercer County,New Jersey,234.64,11.16,85,223.48
NJ-023,Middlesex County,New Jersey,243.99,17.04,99,226.95
NJ-025,Monmouth County,New Jersey,246.42,21.27,106,225.15
NJ-027,Morris County,New Jersey,247.71,4.55,68,243.16
NJ-029,Ocean County,New Jersey,238.45,16.12,104,222.33
NJ-031,Passaic County,New Jersey,235.59,-2.43,52,238.02
NJ-033,Salem County,New Jersey,214.56,1.44,56,213.12
NJ-035,Somerset County,New Jersey,244.68,11.83,88,232.85
NJ-037,Sussex County,New Jersey,227.28,1.06,58,226.22
NJ-039,Union County,New Jersey,245.47,12.37,94,233.1
NJ-041,Warren County,New Jersey,247.7,16.89,94,230.81
NM-001,Bernalillo County,New Mexico,44.55,-15.13,5,59.68
NM-003,Catron County,New Mexico,68.7,-10.31,22,79.01
NM-005,Chaves County,New Mexico,52.85,-17.06,6,69.91
NM-006,Cibola County,New Mexico,58.23,-6.96,33,65.19
NM-007,Colfax County,New Mexico,77.72,-6.99,31,84.71
NM-009,Curry County,New Mexico,70.83,-14.14,13,84.97
NM-011,De Baca County,New Mexico,58.76,-12.06,24,70.82
NM-013,Dona Ana County,New Mexico,36.41,-11.73,6,48.14
NM-015,Eddy County,New Mexico,48.05,-18.53,7,66.58
NM-017,Grant County,New Mexico,67.67,-9.46,24,77.13
NM-019,Guadalupe County,New Mexico,61.27,-9.99,22,71.26
NM-021,Harding County,New Mexico,66.01,-13.18,14,79.19
NM-023,Hidalgo County,New Mexico,49.94,-12.72,6,62.66
NM-025,Lea County,New Mexico,51.24,-24.41,2,75.65
NM-027,Lincoln County,New Mexico,53.3,-19.94,1,73.24
NM-028,Los Alamos County,New Mexico,76.2,-16.36,10,92.56
NM-029,Luna County,New Mexico,40.68,-11.08,8,51.76
NM-031,McKinley County,New Mexico,53.51,-6.28,35,59.79
NM-033,Mora County,New Mexico,83.61,-7.72,34,91.33
NM-035,Otero County,New Mexico,55.44,-9.93,15,65.37
NM-037,Quay County,New Mexico,64.52,-17.4,11,81.92
NM-039,Rio Arriba County,New Mexico,74.09,-8.71,21,82.8
NM-041,Roosevelt County,New Mexico,68.39,-13.37,16,81.76
NM-043,Sandoval County,New Mexico,51.15,-15.49,5,66.64
NM-045,San Juan County,New Mexico,39.17,-8.16,11,47.33
NM-047,San Miguel County,New Mexico,68.99,-13.27,13,82.26
NM-049,Santa Fe County,New Mexico,64.58,-8.75,19,73.33
NM-051,Sierra County,New Mexico,50.91,-7.55,18,58.46
NM-053,Socorro County,New Mexico,51.94,-5.93,34,57.87
NM-055,Taos County,New Mexico,86.2,-2.65,56,88.85
NM-057,Torrance County,New Mexico,62.62,-9.43,25,72.05
NM-059,Union County,New Mexico,72.09,-9.65,20,81.74
NM-061,Valencia County,New Mexico,41.05,-10.19,16,51.24
NY-001,Albany County,New York,209.07,22.99,104,186.08
NY-003,Allegany County,New York,192.78,8.11,82,184.67
NY-005,Bronx County,New York,244.32,19.01,104,225.31
NY-007,Broome County,New York,232.06,37.95,113,194.11
NY-009,Cattaraugus County,New York,212.58,-0.2,50,212.78
NY-011,Cayuga County,New York,209.08,24.55,104,184.53
NY-013,Chautauqua County,New York,219.52,6.76,76,212.76
NY-015,Chemung County,New York,191.49,18.4,108,173.09
NY-017,Chenango County,New York,232.71,28.05,109,204.66
NY-019,Clinton County,New York,194.75,22.64,109,172.11
NY-021,Columbia County,New York,222.57,20.69,108,201.88
NY-023,Cortland County,New York,224.74,19.64,104,205.1
NY-025,Delaware County,New York,235.71,22.99,104,212.72
NY-027,Dutchess County,New York,221.65,4.11,74,217.54
NY-029,Erie County,New York,206.37,15.44,96,190.93
NY-031,Essex County,New York,236.43,32.24,115,204.19
NY-033,Franklin County,New York,220.32,25.74,114,194.58
NY-035,Fulton County,New York,250.42,22.86,109,227.56
NY-037,Genesee County,New York,181.78,12.49,94,169.29
NY-039,Greene County,New York,231.49,18.05,102,213.44
NY-041,Hamilton County,New York,254.81,21.01,108,233.8
NY-043,Herkimer County,New York,256.55,22.53,117,234.02
NY-045,Jefferson County,New York,224.25,30.99,123,193.26
NY-047,Kings County,New York,243.72,21.23,109,222.49
NY-049,Lewis County,New York,251.96,25.78,118,226.18
NY-051,Livingston County,New York,171.2,9.78,87,161.42
NY-053,Madison County,New York,227.97,26.35,104,201.62
NY-055,Monroe County,New York,171.21,12.24,100,158.97
NY-057,Montgomery County,New York,217.96,25.66,112,192.3
NY-059,Nassau County,New York,222.43,-0.38,48,222.81
NY-061,New York County,New York,247.91,23.46,111,224.45
NY-063,Niagara County,New York,168.64,7.77,79,160.87
NY-065,Oneida County,New York,247.05,21.79,111,225.26
NY-067,Onondaga County,New York,215.62,23.48,103,192.14
NY-069,Ontario County,New York,179.38,18.09,103,161.29
NY-071,Orange County,New York,234.65,16.41,92,218.24
NY-073,Orleans County,New York,177.38,15.52,108,161.86
NY-075,Oswego County,New York,227.97,17.98,98,209.99
NY-077,Otsego County,New York,238.29,31.71,110,206.58
NY-079,Putnam County,New York,236.74,3.04,67,233.7
NY-081,Queens County,New York,238.91,17.5,102,221.41
NY-083,Rensselaer County,New York,216.44,20.43,102,196.01
NY-085,Richmond County,New York,248.37,20.09,108,228.28
NY-087,Rockland County,New York,240.46,6.75,74,233.71
NY-089,St. Lawrence County,New York,205.91,14.14,103,191.77
NY-091,Saratoga County,New York,224.86,19.96,102,204.9
NY-093,Schenectady County,New York,206.75,21.42,106,185.33
NY-095,Schoharie County,New York,212.74,20.03,106,192.71
NY-097,Schuyler County,New York,186.24,18,109,168.24
NY-099,Seneca County,New York,185.91,19.33,104,166.58
NY-101,Steuben County,New York,180.79,9.5,91,171.29
NY-103,Suffolk County,New York,219.33,-3.5,44,222.83
NY-105,Sullivan County,New York,260.38,32.31,112,228.07
NY-107,Tioga County,New York,211.58,27.17,115,184.41
NY-109,Tompkins County,New York,202.86,20.12,105,182.74
NY-111,Ulster County,New York,257.74,21.88,104,235.86
NY-113,Warren County,New York,230.47,21.04,108,209.43
NY-115,Washington County,New York,203.08,14.08,94,189
NY-117,Wayne County,New York,165.57,-4.66,36,170.23
NY-119,Westchester County,New York,238.43,3.22,60,235.21
NY-121,Wyoming County,New York,195.25,10.38,87,184.87
NY-123,Yates County,New York,177.1,17.21,113,159.89
NC-001,Alamance County,North Carolina,251.43,25.85,124,225.58
NC-003,Alexander County,North Carolina,259.17,22,119,237.17
NC-005,Alleghany County,North Carolina,297.1,41.81,122,255.29
NC-007,Anson County,North Carolina,248.73,20.23,117,228.5
NC-009,Ashe County,North Carolina,291.9,37.19,122,254.71
NC-011,Avery County,North Carolina,297.2,22.46,111,274.74
NC-013,Beaufort County,North Carolina,262.13,4.16,79,257.97
NC-015,Bertie County,North Carolina,248.93,5.19,79,243.74
NC-017,Bladen County,North Carolina,245.94,6.23,79,239.71
NC-019,Brunswick County,North Carolina,269.41,10.83,88,258.58
NC-021,Buncombe County,North Carolina,266.38,25.5,114,240.88
NC-023,Burke County,North Carolina,279.25,25.77,117,253.48
NC-025,Cabarrus County,North Carolina,246.4,15.37,112,231.03
NC-027,Caldwell County,North Carolina,288.96,30.62,119,258.34
NC-029,Camden County,North Carolina,252.97,13.23,104,239.74
NC-031,Carteret County,North Carolina,288.46,12.48,96,275.98
NC-033,Caswell County,North Carolina,233.99,16.64,112,217.35
NC-035,Catawba County,North Carolina,259.38,20.01,116,239.37
NC-037,Chatham County,North Carolina,252.24,21.5,120,230.74
NC-039,Cherokee County,North Carolina,318.89,20.79,107,298.1
NC-041,Chowan County,North Carolina,258.65,11.03,96,247.62
NC-043,Clay County,North Carolina,327.78,20.33,103,307.45
NC-045,Cleveland County,North Carolina,248.92,1.92,70,247
NC-047,Columbus County,North Carolina,256.61,9.96,89,246.65
NC-049,Craven County,North Carolina,270.35,5.39,86,264.96
NC-051,Cumberland County,North Carolina,236.38,1.4,70,234.98
NC-053,Currituck County,North Carolina,247.91,10.45,92,237.46
NC-055,Dare County,North Carolina,255.56,0.82,59,254.74
NC-057,Davidson County,North Carolina,238.59,9.33,98,229.26
NC-059,Davie County,North Carolina,234.4,6.62,92,227.78
NC-061,Duplin County,North Carolina,257.91,5.92,77,251.99
NC-063,Durham County,North Carolina,254.32,31.97,122,222.35
NC-065,Edgecombe County,North Carolina,242.89,6.57,87,236.32
NC-067,Forsyth County,North Carolina,245.96,22.38,120,223.58
NC-069,Franklin County,North Carolina,259.4,30.07,123,229.33
NC-071,Gaston County,North Carolina,249.66,11.46,100,238.2
NC-073,Gates County,North Carolina,256.26,14.92,102,241.34
NC-075,Graham County,North Carolina,318.76,0.66,73,318.1
NC-077,Granville County,North Carolina,257.15,34.09,123,223.06
NC-079,Greene County,North Carolina,257.18,13.63,99,243.55
NC-081,Guilford County,North Carolina,253.3,29.58,123,223.72
NC-083,Halifax County,North Carolina,243.11,13.99,98,229.12
NC-085,Harnett County,North Carolina,248.27,13.52,100,234.75
NC-087,Haywood County,North Carolina,300.05,23.81,106,276.24
NC-089,Henderson County,North Carolina,304.43,11.34,87,293.09
NC-091,Hertford County,North Carolina,251.13,10.01,94,241.12
NC-093,Hoke County,North Carolina,240.06,5.59,84,234.47
NC-095,Hyde County,North Carolina,270.52,8.56,93,261.96
NC-097,Iredell County,North Carolina,247.6,13.02,108,234.58
NC-099,Jackson County,North Carolina,333.53,18.23,96,315.3
NC-101,Johnston County,North Carolina,256.32,21.44,113,234.88
NC-103,Jones County,North Carolina,265.18,2.29,68,262.89
NC-105,Lee County,North Carolina,249.11,17.26,109,231.85
NC-107,Lenoir County,North Carolina,256.75,6.68,79,250.07
NC-109,Lincoln County,North Carolina,254.65,15.13,107,239.52
NC-111,McDowell County,North Carolina,311.04,34.69,119,276.35
NC-113,Macon County,North Carolina,333.29,14.76,93,318.53
NC-115,Madison County,North Carolina,254.1,25.03,119,229.07
NC-117,Martin County,North Carolina,249.38,4.98,77,244.4
NC-119,Mecklenburg County,North Carolina,240.28,9.97,100,230.31
NC-121,Mitchell County,North Carolina,282.01,26.7,117,255.31
NC-123,Montgomery County,North Carolina,259.57,26.37,122,233.2
NC-125,Moore County,North Carolina,242.28,6.66,87,235.62
NC-127,Nash County,North Carolina,250.99,16.46,108,234.53
NC-129,New Hanover County,North Carolina,277.27,12.64,92,264.63
NC-131,Northampton County,North Carolina,245.13,14.48,98,230.65
NC-133,Onslow County,North Carolina,266.13,-2.13,50,268.26
NC-135,Orange County,North Carolina,254.1,30.08,122,224.02
NC-137,Pamlico County,North Carolina,276.72,7.4,92,269.32
NC-139,Pasquotank County,North Carolina,255.21,12.46,100,242.75
NC-141,Pender County,North Carolina,268.64,8.67,83,259.97
NC-143,Perquimans County,North Carolina,258.15,11.99,99,246.16
NC-145,Person County,North Carolina,241.7,22.62,117,219.08
NC-147,Pitt County,North Carolina,254.75,9.14,92,245.61
NC-149,Polk County,North Carolina,298.3,9.06,83,289.24
NC-151,Randolph County,North Carolina,253.06,21.43,118,231.63
NC-153,Richmond County,North Carolina,252.01,18.45,111,233.56
NC-155,Robeson County,North Carolina,237.68,10.15,92,227.53
NC-157,Rockingham County,North Carolina,243.01,23.42,118,219.59
NC-159,Rowan County,North Carolina,233.87,0.33,65,233.54
NC-161,Rutherford County,North Carolina,266.52,8.51,87,258.01
NC-163,Sampson County,North Carolina,249.59,8.69,91,240.9
NC-165,Scotland County,North Carolina,238.84,8.04,88,230.8
NC-167,Stanly County,North Carolina,265.35,33.38,125,231.97
NC-169,Stokes County,North Carolina,262.44,32.67,123,229.77
NC-171,Surry County,North Carolina,279.56,41.25,123,238.31
NC-173,Swain County,North Carolina,321.54,3.59,73,317.95
NC-175,Transylvania County,North Carolina,366.25,15.77,88,350.48
NC-177,Tyrrell County,North Carolina,260.24,5.81,85,254.43
NC-179,Union County,North Carolina,228.35,4.26,86,224.09
NC-181,Vance County,North Carolina,263.23,39.76,124,223.47
NC-183,Wake County,North Carolina,255.9,27.04,116,228.86
NC-185,Warren County,North Carolina,254.09,31.66,122,222.43
NC-187,Washington County,North Carolina,260.49,7.57,91,252.92
NC-189,Watauga County,North Carolina,299.75,35.42,119,264.33
NC-191,Wayne County,North Carolina,257.38,16.37,109,241.01
NC-193,Wilkes County,North Carolina,285.68,36.26,123,249.42
NC-195,Wilson County,North Carolina,259.29,22.67,119,236.62
NC-197,Yadkin County,North Carolina,257.7,30.92,122,226.78
NC-199,Yancey County,North Carolina,289.96,29.93,118,260.03
ND-001,Adams County,North Dakota,70.74,-8.58,22,79.32
ND-003,Barnes County,North Dakota,103.11,5.29,82,97.82
ND-005,Benson County,North Dakota,83.84,-1.91,40,85.75
ND-007,Billings County,North Dakota,69.97,-7.03,18,77
ND-009,Bottineau County,North Dakota,73.36,-7.89,17,81.25
ND-011,Bowman County,North Dakota,67.77,-6.48,26,74.25
ND-013,Burke County,North Dakota,73.62,-7.63,18,81.25
ND-015,Burleigh County,North Dakota,81.2,-1.38,40,82.58
ND-017,Cass County,North Dakota,103.02,2.25,64,100.77
ND-019,Cavalier County,North Dakota,95.27,0.65,61,94.62
ND-021,Dickey County,North Dakota,111.65,11.14,99,100.51
ND-023,Divide County,North Dakota,60.42,-14.59,7,75.01
ND-025,Dunn County,North Dakota,73.95,-8.35,17,82.3
ND-027,Eddy County,North Dakota,82.5,-7.07,23,89.57
ND-029,Emmons County,North Dakota,84.82,-0.41,44,85.23
ND-031,Foster County,North Dakota,83.43,-7.97,12,91.4
ND-033,Golden Valley County,North Dakota,71.05,-3.21,36,74.26
ND-035,Grand Forks County,North Dakota,100.81,4.52,77,96.29
ND-037,Grant County,North Dakota,78.05,-5.37,25,83.42
ND-039,Griggs County,North Dakota,94.62,0.48,57,94.14
ND-041,Hettinger County,North Dakota,73.59,-8.28,19,81.87
ND-043,Kidder County,North Dakota,87.42,1.87,65,85.55
ND-045,LaMoure County,North Dakota,109.23,11.36,110,97.87
ND-047,Logan County,North Dakota,92.25,2.86,69,89.39
ND-049,McHenry County,North Dakota,75.17,-6.4,23,81.57
ND-051,McIntosh County,North Dakota,89.46,-0.99,44,90.45
ND-053,McKenzie County,North Dakota,65.93,-10.11,11,76.04
ND-055,McLean County,North Dakota,75.09,-6.16,20,81.25
ND-057,Mercer County,North Dakota,75.95,-4.96,19,80.91
ND-059,Morton County,North Dakota,77.81,-4.82,24,82.63
ND-061,Mountrail County,North Dakota,71.94,-7.7,18,79.64
ND-063,Nelson County,North Dakota,99,6.18,82,92.82
ND-065,Oliver County,North Dakota,76.07,-7.43,18,83.5
ND-067,Pembina County,North Dakota,99.6,3.31,73,96.29
ND-069,Pierce County,North Dakota,78.67,-4.52,34,83.19
ND-071,Ramsey County,North Dakota,93.07,6.1,87,86.97
ND-073,Ransom County,North Dakota,110.98,9.07,92,101.91
ND-075,Renville County,North Dakota,68.67,-11.6,10,80.27
ND-077,Richland County,North Dakota,112.65,6.96,78,105.69
ND-079,Rolette County,North Dakota,74.06,-13.62,5,87.68
ND-081,Sargent County,North Dakota,108.69,6.33,81,102.37
ND-083,Sheridan County,North Dakota,83.23,-3.15,30,86.38
ND-085,Sioux County,North Dakota,81.86,-2.26,39,84.12
ND-087,Slope County,North Dakota,68.9,-7.98,16,76.88
ND-089,Stark County,North Dakota,74.14,-8.03,22,82.17
ND-091,Steele County,North Dakota,96.48,0.6,53,95.88
ND-093,Stutsman County,North Dakota,93.11,1.15,65,91.96
ND-095,Towner County,North Dakota,78.27,-10.64,12,88.91
ND-097,Traill County,North Dakota,99.48,0.4,48,99.08
ND-099,Walsh County,North Dakota,100.6,7.71,86,92.89
ND-101,Ward County,North Dakota,70.47,-11.54,13,82.01
ND-103,Wells County,North Dakota,80.81,-8.21,17,89.02
ND-105,Williams County,North Dakota,63.73,-9.96,10,73.69
OH-001,Adams County,Ohio,233.75,19.2,109,214.55
OH-003,Allen County,Ohio,188.84,12.78,102,176.06
OH-005,Ashland County,Ohio,190.69,4.84,68,185.85
OH-007,Ashtabula County,Ohio,197.43,-0.45,54,197.88
OH-009,Athens County,Ohio,201.14,0.45,56,200.69
OH-011,Auglaize County,Ohio,188.23,8.17,84,180.06
OH-013,Belmont County,Ohio,215.49,11.4,102,204.09
OH-015,Brown County,Ohio,238.37,21.14,118,217.23
OH-017,Butler County,Ohio,217.55,14.62,105,202.93
OH-019,Carroll County,Ohio,203.89,9.76,95,194.13
OH-021,Champaign County,Ohio,210.2,20.89,107,189.31
OH-023,Clark County,Ohio,214.28,21.11,110,193.17
OH-025,Clermont County,Ohio,233.73,19.53,114,214.2
OH-027,Clinton County,Ohio,214.54,3.57,64,210.97
OH-029,Columbiana County,Ohio,208.59,18.89,110,189.7
OH-031,Coshocton County,Ohio,205.51,11.44,96,194.07
OH-033,Crawford County,Ohio,193.78,6.12,75,187.66
OH-035,Cuyahoga County,Ohio,198.34,19.07,104,179.27
OH-037,Darke County,Ohio,199.09,9.7,90,189.39
OH-039,Defiance County,Ohio,172.21,3.62,69,168.59
OH-041,Delaware County,Ohio,201.7,11.92,98,189.79
OH-043,Erie County,Ohio,178.3,5.75,77,172.55
OH-045,Fairfield County,Ohio,199.57,0.85,55,198.72
OH-047,Fayette County,Ohio,202.09,4.89,69,197.2
OH-049,Franklin County,Ohio,206.01,14.4,99,191.61
OH-051,Fulton County,Ohio,169.22,2.25,58,166.97
OH-053,Gallia County,Ohio,212.78,6.82,78,205.96
OH-055,Geauga County,Ohio,214.05,21.02,105,193.03
OH-057,Greene County,Ohio,205.32,7.02,76,198.3
OH-059,Guernsey County,Ohio,204.88,8.35,89,196.53
OH-061,Hamilton County,Ohio,222.62,18.12,106,204.5
OH-063,Hancock County,Ohio,167.36,-6.91,26,174.27
OH-065,Hardin County,Ohio,174.63,-2.72,35,177.35
OH-067,Harrison County,Ohio,205.4,7.96,84,197.44
OH-069,Henry County,Ohio,173.81,4.85,73,168.96
OH-071,Highland County,Ohio,227.45,14.84,105,212.61
OH-073,Hocking County,Ohio,197.79,-3.8,46,201.59
OH-075,Holmes County,Ohio,200.31,9.27,86,191.04
OH-077,Huron County,Ohio,188.57,8.27,81,180.3
OH-079,Jackson County,Ohio,212.2,6.3,76,205.9
OH-081,Jefferson County,Ohio,203.1,8.79,95,194.31
OH-083,Knox County,Ohio,214.44,17.42,113,197.02
OH-085,Lake County,Ohio,204.25,16.9,100,187.35
OH-087,Lawrence County,Ohio,217.89,8.02,86,209.87
OH-089,Licking County,Ohio,214.25,15.71,108,198.54
OH-091,Logan County,Ohio,199.53,16.96,99,182.57
OH-093,Lorain County,Ohio,191.51,17.75,104,173.76
OH-095,Lucas County,Ohio,161.73,-0.14,50,161.87
OH-097,Madison County,Ohio,198.49,9.07,88,189.42
OH-099,Mahoning County,Ohio,202.92,16.91,102,186.01
OH-101,Marion County,Ohio,177.41,-5.2,29,182.61
OH-103,Medina County,Ohio,187.07,6.46,74,180.61
OH-105,Meigs County,Ohio,211.17,8.3,76,202.87
OH-107,Mercer County,Ohio,185.87,3.28,68,182.59
OH-109,Miami County,Ohio,198.56,10.25,84,188.31
OH-111,Monroe County,Ohio,227.25,15.65,105,211.6
OH-113,Montgomery County,Ohio,202.82,8.3,80,194.52
OH-115,Morgan County,Ohio,204.56,6.16,72,198.4
OH-117,Morrow County,Ohio,205.17,9.27,89,195.9
OH-119,Muskingum County,Ohio,207.94,12.73,100,195.21
OH-121,Noble County,Ohio,204.68,2.1,61,202.58
OH-123,Ottawa County,Ohio,155.95,-8.34,14,164.29
OH-125,Paulding County,Ohio,178.42,7.21,89,171.21
OH-127,Perry County,Ohio,210.77,13.72,98,197.05
OH-129,Pickaway County,Ohio,193.47,-2.75,48,196.22
OH-131,Pike County,Ohio,221.41,16.95,115,204.46
OH-133,Portage County,Ohio,197.33,11.94,90,185.39
OH-135,Preble County,Ohio,214.07,16.41,104,197.66
OH-137,Putnam County,Ohio,177.47,5.99,77,171.48
OH-139,Richland County,Ohio,196.57,5.72,75,190.85
OH-141,Ross County,Ohio,206.17,5.18,69,200.99
OH-143,Sandusky County,Ohio,167.88,-0.9,40,168.78
OH-145,Scioto County,Ohio,219.66,10.8,97,208.86
OH-147,Seneca County,Ohio,175.99,-1.31,35,177.3
OH-149,Shelby County,Ohio,197.19,12.14,89,185.05
OH-151,Stark County,Ohio,189.01,2.15,56,186.86
OH-153,Summit County,Ohio,178,-2.95,40,180.95
OH-155,Trumbull County,Ohio,208.63,19.92,106,188.71
OH-157,Tuscarawas County,Ohio,199,6.32,82,192.68
OH-159,Union County,Ohio,191.82,10.1,92,181.72
OH-161,Van Wert County,Ohio,185.84,10.14,91,175.7
OH-163,Vinton County,Ohio,203.33,-0.05,52,203.38
OH-165,Warren County,Ohio,213.64,5.99,73,207.65
OH-167,Washington County,Ohio,209.02,4.96,67,204.06
OH-169,Wayne County,Ohio,183.48,0.76,53,182.72
OH-171,Williams County,Ohio,171.55,1.73,59,169.82
OH-173,Wood County,Ohio,167.22,0.32,49,166.9
OH-175,Wyandot County,Ohio,174.89,-3.17,39,178.06
OK-001,Adair County,Oklahoma,250.47,24.91,99,225.56
OK-003,Alfalfa County,Oklahoma,139.51,2.82,63,136.69
OK-005,Atoka County,Oklahoma,220.9,4.31,75,216.59
OK-007,Beaver County,Oklahoma,101.6,-0.47,56,102.07
OK-009,Beckham County,Oklahoma,111.68,-11.01,29,122.69
OK-011,Blaine County,Oklahoma,144,1.92,66,142.08
OK-013,Bryan County,Oklahoma,211.99,7.87,85,204.12
OK-015,Caddo County,Oklahoma,155.56,4.09,73,151.47
OK-017,Canadian County,Oklahoma,170.87,17.52,99,153.35
OK-019,Carter County,Oklahoma,183.26,0.02,68,183.24
OK-021,Cherokee County,Oklahoma,249.21,31.46,110,217.75
OK-023,Choctaw County,Oklahoma,239.88,13.57,93,226.31
OK-025,Cimarron County,Oklahoma,73.06,-9.31,24,82.37
OK-027,Cleveland County,Oklahoma,185.26,11.6,87,173.66
OK-029,Coal County,Oklahoma,219.45,12.46,92,206.99
OK-031,Comanche County,Oklahoma,158.42,8.6,91,149.82
OK-033,Cotton County,Oklahoma,160.53,10.16,97,150.37
OK-035,Craig County,Oklahoma,210.77,0.66,63,210.11
OK-037,Creek County,Oklahoma,198.72,11.66,81,187.06
OK-039,Custer County,Oklahoma,127.64,-5.35,43,132.99
OK-041,Delaware County,Oklahoma,242.64,24.77,107,217.87
OK-043,Dewey County,Oklahoma,125.09,-6.54,40,131.63
OK-045,Ellis County,Oklahoma,114.39,-2.44,47,116.83
